,rank_2022,university,score_2022,link,country,city,region,logo,rank_2021,score_2021,rank_2020,score_2020,rank_2019,score_2019,rank_2018,score_2018,rank_2017,score_2017,Latitude,Longitude,Location,score_2022_2
89,89,KTH Royal Institute of Technology ,63.2,https://www.topuniversities.com/universities/kth-royal-institute-technology,Sweden,Stockholm,Europe,https://www.topuniversities.com/sites/default/files/kth-royal-institute-of-technology-_592560cf2aeae70239af4c9b_small.jpg,98,59.5,98,60.5,104,59.3,98,64.7,97,63.1,59.3498706,18.0702566,"59.3498706,18.0702566",63.2
90,90,University of Birmingham,62.9,https://www.topuniversities.com/universities/university-birmingham,United Kingdom,Birmingham,Europe,https://www.topuniversities.com/sites/default/files/university-of-birmingham_59_small.jpg,87,62,81,64,79,63.5,84,66.8,82,67.2,52.4508168,-1.9305135,"52.4508168,-1.9305135",62.9
91,91,University of St Andrews,62.8,https://www.topuniversities.com/universities/university-st-andrews,United Kingdom,St. Andrews,Europe,https://www.topuniversities.com/sites/default/files/university-of-st-andrews_570_small.jpg,96,60.3,100,59.9,97,61.4,92,65.3,77,68.2,56.34199754,-2.794274256,"56.34199753519897,-2.794274255995055",62.8
92,92,University of Leeds,62.6,https://www.topuniversities.com/universities/university-leeds,United Kingdom,Leeds,Europe,https://www.topuniversities.com/sites/default/files/University-of-Leeds-2-1-48x48.jpg,91,61.2,93,61.7,93,62,101,64.5,93,64.2,53.8066815,-1.5550328,"53.8066815,-1.5550328",62.6
93,93,The University of Western Australia,62.5,https://www.topuniversities.com/universities/university-western-australia,Australia,Perth,Oceania,https://www.topuniversities.com/sites/default/files/the-university-of-western-australia_673_small.jpg,92,61,86,62.9,91,62.2,93,65.2,102,62.7,-31.9789061,115.8180721,"-31.9789061,115.8180721",62.5
94,94,Rice University,62.3,https://www.topuniversities.com/universities/rice-university,United States,Houston,North America,https://www.topuniversities.com/sites/default/files/rice-university_524_small.jpg,89,61.4,85,63.1,87,62.6,89,65.6,90,65,29.7173941,-95.4018312,"29.7173941,-95.4018312",62.3
95,95,The University of Sheffield,61.6,https://www.topuniversities.com/universities/university-sheffield,United Kingdom,Sheffield,Europe,https://www.topuniversities.com/sites/default/files/the-university-of-sheffield_592560cf2aeae70239af4cb1_small.jpg,93,60.8,78,64.2,75,64.8,82,67,84,66.9,53.3813502,-1.4884229,"53.3813502,-1.4884229",61.6
96,96,Pennsylvania State University,61.5,https://www.topuniversities.com/universities/pennsylvania-state-university,United States,University Park,North America,https://www.topuniversities.com/sites/default/files/pennsylvania-state-university_494_small.jpg,101,58.4,93,61.7,95,61.9,93,65.2,95,63.6,40.7982133,-77.8599084,"40.7982133,-77.8599084",61.5
97,97,Sungkyunkwan University (SKKU),60.5,https://www.topuniversities.com/universities/sungkyunkwan-universityskku,South Korea,Suwon,Asia,https://www.topuniversities.com/sites/default/files/sungkyunkwan-universityskku_592560cf2aeae70239af4cc9_small.jpg,,,,,,,,,,,37.588227,126.993606,"37.588227,126.993606",60.5
98,98,University of Science and Technology of China,60.1,https://www.topuniversities.com/universities/university-science-technology-china,China (Mainland),Hefei,Asia,https://www.topuniversities.com/sites/default/files/university-of-science-and-technology-of-china_122_small.jpg,93,60.8,89,62.3,98,60.8,97,64.9,104,62.4,31.821994,117.28059,"31.821994,117.28059",60.1
99,99,Technical University of Denmark,59.9,https://www.topuniversities.com/universities/technical-university-denmark,Denmark,Kongens Lyngby,Europe,https://www.topuniversities.com/sites/default/files/technical-university-of-denmark_592560cf2aeae70239af4cd8_small.jpg,103,57.9,112,57.4,112,57.1,116,60.7,109,61.8,55.7855742,12.521381,"55.7855742,12.521381",59.9
100,100,"University of North Carolina, Chapel Hill",59.6,https://www.topuniversities.com/universities/university-north-carolina-chapel-hill,United States,Chapel Hill,North America,https://www.topuniversities.com/sites/default/files/university-of-north-carolina-chapel-hill_424_small.jpg,95,60.6,90,62.2,83,63,80,67.8,78,68.1,35.9049122,-79.0469134,"35.9049122,-79.0469134",59.6
101,101,"Trinity College Dublin, The University of Dublin",59.5,https://www.topuniversities.com/universities/trinity-college-dublin-university-dublin,Ireland,Dublin,Europe,https://www.topuniversities.com/sites/default/files/trinity-college-dublin-the-university-of-dublin_167_small.jpg,101,58.4,108,58.3,104,59.3,88,65.7,98,62.8,53.3437935,-6.2545716,"53.3437935,-6.2545716",59.5
102,102,University of Oslo,59,https://www.topuniversities.com/universities/university-oslo,Norway,Oslo,Europe,https://www.topuniversities.com/sites/default/files/university-of-oslo_473_small.jpg,113,55.2,119,54.7,135,51.9,142,55.5,113,60,59.9399586,10.7217496,"59.9399586,10.7217496",59
103,103,University of Nottingham,58.9,https://www.topuniversities.com/universities/university-nottingham,United Kingdom,Nottingham,Europe,https://www.topuniversities.com/sites/default/files/the-university-of-nottingham_592560cf2aeae70239af4c4e_small.jpg,99,59,96,60.8,82,63.1,84,66.8,75,68.7,52.9387922,-1.1981057,"52.9387922,-1.1981057",58.9
104,104,University of Helsinki,58.5,https://www.topuniversities.com/universities/university-helsinki,Finland,Helsinki,Europe,https://www.topuniversities.com/sites/default/files/university-of-helsinki_260_small.jpg,104,57.6,107,58.4,110,57.9,102,63.9,91,64.7,60.1726348,24.9510419,"60.1726348,24.9510419",58.5
105,105,Universidad Nacional Autónoma de México  (UNAM),58.3,https://www.topuniversities.com/universities/universidad-nacional-autonoma-de-mexico-unam,Mexico,Mexico City,Latin America,https://www.topuniversities.com/sites/default/files/universidad-nacional-autnoma-de-mxico-unam_425_small.jpg,100,58.8,103,58.8,113,56.8,122,59,128,58.3,19.3365296,-99.1886248,"19.3365296,-99.1886248",58.3
106,105,University of Geneva,58.3,https://www.topuniversities.com/universities/university-geneva,Switzerland,Geneva,Europe,https://www.topuniversities.com/sites/default/files/university-of-geneva_221_small.jpg,106,56.8,110,58.1,108,58.4,98,64.7,95,63.6,46.199444,6.1451157,"46.199444,6.1451157",58.3
107,107,Washington University in St. Louis,58,https://www.topuniversities.com/universities/washington-university-st-louis,United States,St. Louis,North America,https://www.topuniversities.com/sites/default/files/washington-university-in-st.-louis_668_small.jpg,105,56.9,108,58.3,100,59.5,100,64.6,106,62.2,38.6487895,-90.3107962,"38.6487895,-90.3107962",58
108,108,The University of Adelaide,57.9,https://www.topuniversities.com/universities/university-adelaide,Australia,Adelaide,Oceania,https://www.topuniversities.com/sites/default/files/the-university-of-adelaide_10_small.jpg,106,56.8,106,58.6,114,56.6,109,61.5,125,58.6,-34.920603,138.6062277,"-34.920603,138.6062277",57.9
109,108,"University of California, Davis",57.9,https://www.topuniversities.com/universities/university-california-davis,United States,Davis,North America,https://www.topuniversities.com/sites/default/files/university-of-california-davis_592560cf2aeae70239af4ad8_small.jpg,112,55.3,104,58.7,100,59.5,118,60.4,85,65.8,38.5382322,-121.7617125,"38.5382322,-121.7617125",57.9
110,109,King Abdulaziz University (KAU),57.7,https://www.topuniversities.com/universities/king-abdulaziz-university-kau,Saudi Arabia,Jeddah,Asia,https://www.topuniversities.com/sites/default/files/king-abdulaziz-university-kau_1172_small.jpg,143,51.7,186,45.2,231,40,267,40.1,283,37.6,21.4932675,39.2391473,"21.4932675,39.2391473",57.7
111,110,Utrecht University,57.5,https://www.topuniversities.com/universities/utrecht-university,Netherlands,Utrecht,Europe,https://www.topuniversities.com/sites/default/files/utrecht-university_646_small.jpg,121,53.8,120,54.5,124,54.5,109,61.5,104,62.4,52.0851825,5.1757062,"52.0851825,5.1757062",57.5
112,111,Université de Montréal ,57.3,https://www.topuniversities.com/universities/universite-de-montreal,Canada,Montreal,North America,https://www.topuniversities.com/sites/default/files/universit-de-montral_417_small.jpg,118,54.3,137,52,149,49.5,130,57.7,126,58.5,45.5050443,-73.61131156,"45.50504429975958,-73.61131156035732",57.3
113,112,Aalto University,57,https://www.topuniversities.com/universities/aalto-university,Finland,Espoo,Europe,https://www.topuniversities.com/sites/default/files/aalto-university_261_small.jpg,127,53.6,134,52.4,140,50.8,137,56,133,57.1,60.1866693,24.827682,"60.1866693,24.827682",57
114,112,Boston University,57,https://www.topuniversities.com/universities/boston-university,United States,Boston,North America,https://www.topuniversities.com/sites/default/files/boston-university_592560cf2aeae70239af4ac2_small.jpg,110,55.8,98,60.5,93,62,81,67.2,89,65.2,42.3504997,-71.1053991,"42.3504997,-71.1053991",57
115,112,Leiden University,57,https://www.topuniversities.com/universities/leiden-university,Netherlands,Leiden,Europe,https://www.topuniversities.com/sites/default/files/leiden-university_340_small.jpg,128,53.4,118,55.4,122,55,109,61.5,102,62.7,52.1571485,4.485209,"52.1571485,4.485209",57
116,112,University of Southern California,57,https://www.topuniversities.com/universities/university-southern-california,United States,Los Angeles,North America,https://www.topuniversities.com/sites/default/files/university-of-southern-california_569_small.jpg,121,53.8,129,53.1,115,56.2,132,57.2,136,56.7,34.0223519,-118.285117,"34.0223519,-118.285117",57
117,116,Purdue University,56.9,https://www.topuniversities.com/universities/purdue-university,United States,West Lafayette,North America,https://www.topuniversities.com/sites/default/files/purdue-university_510_small.jpg,109,55.9,111,57.8,100,59.5,105,63.2,92,64.5,40.4237054,-86.9211946,"40.4237054,-86.9211946",56.9
118,117,Queen Mary University of London,56.7,https://www.topuniversities.com/universities/queen-mary-university-london,United Kingdom,London,Europe,https://www.topuniversities.com/sites/default/files/queen-mary-university-of-london_592560cf2aeae70239af4bea_small.jpg,114,55.1,126,53.9,119,55.4,127,58.3,123,58.7,51.5240671,-0.0403745,"51.5240671,-0.0403745",56.7
119,118,Nagoya University,56.2,https://www.topuniversities.com/universities/nagoya-university,Japan,Nagoya,Asia,https://www.topuniversities.com/sites/default/files/nagoya-university_427_small.jpg,110,55.8,115,55.8,111,57.3,116,60.7,115,59.6,35.1538553,136.9682402,"35.1538553,136.9682402",56.2
120,119,University of Bern,56.1,https://www.topuniversities.com/universities/university-bern,Switzerland,Bern,Europe,https://www.topuniversities.com/sites/default/files/university-of-bern_55_small.jpg,114,54.9,123,54.3,139,51.1,167,51.9,181,49.3,46.9504896,7.438119,"46.9504896,7.438119",56.1
121,120,The Ohio State University,56,https://www.topuniversities.com/universities/ohio-state-university,United States,Columbus,North America,https://www.topuniversities.com/sites/default/files/the-ohio-state-university_465_small.jpg,108,56.4,101,59.5,89,62.4,86,66.1,88,65.4,40.0066723,-83.0304546,"40.0066723,-83.0304546",56
122,121,Chalmers University of Technology,55.9,https://www.topuniversities.com/universities/chalmers-university-technology,Sweden,Gothenburg,Europe,https://www.topuniversities.com/sites/default/files/chalmers-university-of-technology_592560cf2aeae70239af4af7_small.jpg,139,52.2,125,54,128,53.6,133,57.1,139,56.1,57.6898004,11.9741616,"57.6898004,11.9741616",55.9
123,121,Universidade de São Paulo,55.9,https://www.topuniversities.com/universities/universidade-de-sao-paulo,Brazil,São Paulo,Latin America,https://www.topuniversities.com/sites/default/files/universidade-de-so-paulo_550_small.jpg,115,54.8,116,55.5,118,55.5,121,59.1,120,59,-23.5613991,-46.7307891,"-23.5613991,-46.7307891",55.9
124,123,Wageningen University & Research,55.8,https://www.topuniversities.com/universities/wageningen-university-research,Netherlands,Wageningen,Europe,https://www.topuniversities.com/sites/default/files/wageningen-university_659_small.jpg,115,54.8,125,54,125,54.4,124,58.7,119,59.1,51.9845558,5.6657696,"51.9845558,5.6657696",55.8
125,124,Uppsala University,55.4,https://www.topuniversities.com/universities/uppsala-university,Sweden,Uppsala,Europe,https://www.topuniversities.com/sites/default/files/uppsala-university_643_small.jpg,124,53.7,116,55.5,117,55.8,112,61.4,98,62.8,59.8509005,17.6300093,"59.8509005,17.6300093",55.4
126,125,Eindhoven University of Technology,55.3,https://www.topuniversities.com/universities/eindhoven-university-technology,Netherlands,Eindhoven,Europe,https://www.topuniversities.com/sites/default/files/eindhoven-university-of-technology_592560cf2aeae70239af4b3c_small.jpg,120,53.9,102,58.9,99,59.8,104,63.6,121,58.9,51.4486098,5.4907148,"51.4486098,5.4907148",55.3
127,126,University of Alberta,55.2,https://www.topuniversities.com/universities/university-alberta,Canada,Edmonton,North America,https://www.topuniversities.com/sites/default/files/university-of-alberta_15_small.jpg,119,54,113,57.3,109,58.1,90,65.5,94,64,53.5232189,-113.5263186,"53.5232189,-113.5263186",55.2
128,127,Freie Universitaet Berlin,54.9,https://www.topuniversities.com/universities/freie-universitaet-berlin,Germany,Berlin,Europe,https://www.topuniversities.com/sites/default/files/freie-universitaet-berlin_215_small.jpg,130,53.2,130,53,130,53.4,125,58.4,123,58.7,52.4543245,13.2934768,"52.4543245,13.2934768",54.9
129,128,Humboldt-Universität zu Berlin,54.8,https://www.topuniversities.com/universities/humboldt-universitat-zu-berlin,Germany,Berlin,Europe,https://www.topuniversities.com/sites/default/files/humboldt-universitt-zu-berlin_272_small.jpg,117,54.5,120,54.5,121,55.1,120,59.2,121,58.9,52.517883,13.3936551,"52.517883,13.3936551",54.8
130,128,University of Groningen,54.8,https://www.topuniversities.com/universities/university-groningen,Netherlands,Groningen,Europe,https://www.topuniversities.com/sites/default/files/university-of-groningen_243_small.jpg,128,53.4,114,56.1,120,55.2,113,61.3,113,60,53.2192634,6.5629872,"53.2192634,6.5629872",54.8
131,130,_cole Normale Supérieure de Lyon,54.6,https://www.topuniversities.com/universities/ecole-normale-superieure-de-lyon,France,Lyon,Europe,https://www.topuniversities.com/sites/default/files/cole-normale-suprieure-de-lyon_175_small.jpg,161,48.1,160,48.3,153,49.2,157,52.8,177,49.6,45.764043,4.835659,"45.764043,4.835659",54.6
132,131,Nanjing University,54.2,https://www.topuniversities.com/universities/nanjing-university,China (Mainland),Nanjing,Asia,https://www.topuniversities.com/sites/default/files/nanjing-university_430_small.jpg,124,53.7,120,54.5,122,55,114,60.8,115,59.6,32.0568391,118.7789602,"32.0568391,118.7789602",54.2
133,132,Lancaster University,54,https://www.topuniversities.com/universities/lancaster-university,United Kingdom,Lancaster,Europe,https://www.topuniversities.com/sites/default/files/lancaster-university_335_small.jpg,135,52.5,128,53.2,131,53,135,56.3,129,57.9,54.0103942,-2.7877294,"54.0103942,-2.7877294",54
134,133,University of Technology Sydney,53.9,https://www.topuniversities.com/universities/university-technology-sydney,Australia,Haymarket,Oceania,https://www.topuniversities.com/sites/default/files/university-of-technology-sydney_592560cf2aeae70239af4ccf_small.jpg,133,52.6,140,51.2,160,48.4,176,50.1,193,47.8,-33.8832376,151.2004942,"-33.8832376,151.2004942",53.9
135,134,Newcastle University,53.8,https://www.topuniversities.com/universities/newcastle-university,United Kingdom,Newcastle upon Tyne,Europe,https://www.topuniversities.com/sites/default/files/newcastle-university_592560cf2aeae70239af4c45_small.jpg,152,50.2,146,50.9,141,50.7,161,52.4,168,51.8,54.9791871,-1.6146608,"54.9791871,-1.6146608",53.8
